"idsite","occ1","occ2","occ3","occ4","effort","altitude","foret","X","Y"
1233,0,0,0,0,0.188583180859732,-0.894311498982638,-0.772287214983497,835000,6315000
1234,0,0,0,0,0.148076083813736,-0.976557606032776,-1.01716765079994,845000,6315000
1235,0,0,0,0,0.10756898676774,-0.93017075113436,-1.06206287388558,855000,6315000
1236,0,0,0,0,0.0670618897217431,-0.870380970063326,-0.856274296016431,865000,6315000
1237,0,0,0,0,0.0265547926757467,-0.414234138977444,0.569377673603509,875000,6315000
1238,0,0,0,0,-0.135473595508239,-0.527698464202863,-0.430936677502606,885000,6315000
1239,0,0,0,0,-0.0949664984622425,-0.340399563383816,-0.313674136379197,895000,6315000
1240,0,0,0,0,-0.135473595508239,-0.00176760939611124,0.770601903848414,905000,6315000
1241,0,0,0,0,0.0265547926757467,0.0717978488587395,0.0701938434301561,915000,6315000
1242,0,0,0,0,-0.175980692554235,-0.137062047734474,0.441673331912249,925000,6315000
1243,0,0,0,0,-0.135473595508239,-0.193878770904067,0.634133244205426,935000,6315000
1244,0,0,0,0,0.10756898676774,0.0875817339294629,0.0400145127213803,945000,6315000
1245,0,0,1,1,0.634161248365693,0.436185825601898,0.220356219471386,955000,6315000
1246,0,0,1,1,0.715175442457686,1.49022134764637,-0.143765070250211,965000,6315000
1247,0,0,1,0,0.958218024733664,1.16546146955854,0.603177608002655,975000,6315000
1248,1,0,1,0,0.836696733595675,1.09536852576642,0.425656356646241,985000,6315000
1249,0,0,0,0,0.593654151319696,1.44518786962183,1.11483930633743,995000,6315000
1250,0,0,0,0,0.472132860181707,0.936506459748849,2.11271717893883,1005000,6315000
1251,0,0,0,0,0.634161248365693,0.646834317573128,2.22985700371572,1015000,6315000
1252,0,0,0,0,1.20126060700964,0.433237721051435,2.00242737793093,1025000,6315000
1253,0,0,0,0,1.60633157746961,-0.0430891811057925,1.00197960142281,1035000,6315000
1254,0,0,0,0,1.88988125679158,0.140389280400414,0.23002966214617,1045000,6315000
1255,0,0,0,0,1.80886706269959,0.329448657527309,1.06100468234573,1055000,6315000
1256,0,0,0,0,1.40379609223962,-0.16862889705358,-0.116460817853267,1065000,6315000
1257,0,0,0,0,0.5531470542737,-0.339764765564225,-1.23780271974563,1075000,6315000
1258,0,0,0,0,0.0265547926757467,-0.476079591240488,-1.25499708283751,1085000,6315000
1259,0,0,0,0,-0.419023274830214,-1.02721033479338,-1.25499708283751,1095000,6315000
1260,0,0,0,0,-0.621558760060196,-1.02721033479338,-1.25499708283751,1105000,6315000
1262,0,0,0,0,-0.621558760060196,-0.778710679295955,-0.952207463150415,525000,6325000
1263,0,0,0,0,-0.662065857106192,-0.755541265869574,-0.761231933711841,535000,6325000
1264,0,0,0,0,-0.662065857106192,-0.824725367755406,-0.956857415866008,545000,6325000
1265,0,0,0,0,-0.5810516630142,-0.849726802592993,-0.954971611812011,555000,6325000
1266,0,0,0,0,-0.5810516630142,-0.849123525756093,-0.985188154804791,565000,6325000
1267,0,0,0,0,-0.621558760060196,-0.766482566259211,-0.756857048811402,575000,6325000
1268,0,0,0,0,-0.662065857106192,-0.703155848889228,0.0698475166168537,585000,6325000
1269,0,0,0,0,-0.662065857106192,-0.554493528467295,1.41612881634944,595000,6325000
1270,0,0,0,0,-0.702572954152189,-0.507561046308085,0.764047153659658,605000,6325000
1271,0,0,0,0,-0.702572954152189,-0.549497291281558,-0.780233872975386,615000,6325000
1272,0,0,0,0,-0.5810516630142,-0.485464638538206,-1.08494575128429,625000,6325000
1273,0,0,0,0,-0.45953037187621,-0.480248783477507,-0.879874225503065,635000,6325000
1274,0,0,0,0,-0.419023274830214,-0.232485325978446,-0.115379405306712,645000,6325000
1275,0,0,0,0,-0.419023274830214,-0.152314745356852,-0.159915605623332,655000,6325000
1276,0,0,0,0,-0.702572954152189,-0.0703640724399225,0.438192282705963,665000,6325000
1277,0,0,0,0,-0.783587148244182,-0.0752635181430153,0.535941847090928,675000,6325000
1278,0,0,0,0,-0.783587148244182,-0.0766261336142211,0.504867939809946,685000,6325000
1279,0,0,0,0,-0.783587148244182,-0.0270814081327325,-0.00630248902342183,695000,6325000
1280,0,0,0,0,-0.743080051198185,0.277048120535704,-0.0405209521697206,705000,6325000
1281,0,0,0,0,-0.662065857106192,0.502302476476931,-0.772204607080635,715000,6325000
1282,0,0,0,0,-0.45953037187621,0.287678869497105,1.12011462748194,725000,6325000
1283,0,0,0,0,-0.297501983692225,0.743581696313483,1.78251645203385,735000,6325000
1284,0,0,0,0,0.0265547926757467,0.584858451404774,2.29506855108272,745000,6325000
1285,0,0,0,0,0.350611569043718,-0.20506752862452,2.44120391814547,755000,6325000
1286,0,0,0,0,0.188583180859732,-0.0250252356658879,2.60585423185729,765000,6325000
1287,0,0,0,0,0.431625763135711,-0.529105452578262,1.30756701237034,775000,6325000
1288,0,0,0,0,0.310104471997722,-0.786847176029523,-0.803060191070034,785000,6325000
1289,0,0,0,0,0.431625763135711,-0.795415663372262,-0.24715002251324,795000,6325000
1290,0,0,0,0,0.188583180859732,-0.778012770475321,-0.387716613370105,805000,6325000
1291,0,0,0,0,0.0670618897217431,-0.806519140144833,-0.222814131710201,815000,6325000
1292,0,0,0,0,0.148076083813736,-0.702500680093483,1.20286235423802,825000,6325000
1293,0,0,0,0,0.188583180859732,-0.752520097003272,0.723801580203134,835000,6325000
1294,0,0,0,0,0.188583180859732,-0.945158937567019,-0.859827176717541,845000,6325000
1295,0,0,0,0,-0.0139523043702497,-0.962568296057693,-1.16288557517541,855000,6325000
1296,0,0,0,0,0.0670618897217431,-0.813589296205631,-0.745837430715095,865000,6325000
1297,0,0,0,0,0.0670618897217431,-0.335392938706515,0.806880950916567,875000,6325000
1298,0,0,0,0,-0.0544594014162461,0.219142498718425,2.56063238257929,885000,6325000
1299,1,0,1,0,-0.0544594014162461,0.756499040879357,1.40552752494263,895000,6325000
1300,0,0,0,0,0.0670618897217431,0.483156946295485,1.12421505074018,905000,6325000
1301,0,0,0,0,-0.0139523043702497,0.24335827958676,0.735363992501776,915000,6325000
1302,0,0,0,0,-0.297501983692225,0.091805452014136,-0.466633192363786,925000,6325000
1303,0,0,0,0,-0.0139523043702497,-0.0912092943056566,0.998344449581585,935000,6325000
1304,0,0,0,0,0.391118666089714,0.307781305156121,0.277674317361181,945000,6325000
1305,0,0,0,0,0.877203830641671,0.326924034983136,0.392325600112025,955000,6325000
1306,0,0,0,0,1.07973931587165,0.962129383340065,0.849699391792023,965000,6325000
1307,1,1,0,1,1.44430318928562,0.957314823895211,0.986123329341656,975000,6325000
1308,0,0,0,1,1.40379609223962,1.25375810672413,1.26368601766239,985000,6325000
1309,0,0,1,0,0.958218024733664,0.990290677394232,2.16208417356843,995000,6325000
1310,0,0,0,1,0.755682539503682,0.63105978315412,1.10878538971221,1005000,6325000
1311,0,0,0,0,0.836696733595675,0.646484482809283,1.24161970574458,1015000,6325000
1312,0,0,0,0,1.16075350996365,0.619973253849719,1.81538692123977,1025000,6325000
1313,0,1,1,0,1.7278528686076,0.304419387525776,1.75529039594773,1035000,6325000
1314,0,0,0,0,1.97089545088357,0.646438345138505,1.3167738365771,1045000,6325000
1315,0,0,1,0,1.97089545088357,1.11150177219157,1.51157007413279,1055000,6325000
1316,0,0,0,0,1.20126060700964,0.514419696885771,1.15252736875647,1065000,6325000
1317,0,0,0,0,0.715175442457686,0.188961746211342,0.274101264571276,1075000,6325000
1318,0,0,0,0,-0.0139523043702497,0.791171670698353,-1.25499708283751,1085000,6325000
1319,0,0,0,0,-0.378516177784217,-1.02721033479338,-1.25499708283751,1095000,6325000
1320,0,0,0,0,-0.621558760060196,-1.02721033479338,-1.25499708283751,1105000,6325000
1321,0,0,0,0,-0.783587148244182,-0.836578320805939,-0.972428584602018,515000,6335000
1322,0,0,0,0,-0.662065857106192,-0.844968395511947,-0.757439244255623,525000,6335000
1323,0,0,0,0,-0.662065857106192,-0.863074010536697,-0.897065997626526,535000,6335000
1324,0,0,0,0,-0.702572954152189,-0.839300996146551,-0.845126472340754,545000,6335000
1325,0,0,0,0,-0.662065857106192,-0.859205872929603,-0.933736026248786,555000,6335000
1326,0,0,0,0,-0.662065857106192,-0.80190273247116,-0.559832485807503,565000,6335000
1327,0,0,0,0,-0.662065857106192,-0.808288976575051,-0.918778978065808,575000,6335000
1328,0,0,0,0,-0.702572954152189,-0.798449800096954,-1.02008367946232,585000,6335000
1329,0,0,0,0,-0.702572954152189,-0.586140362733554,1.38907922394493,595000,6335000
1330,0,0,0,0,-0.783587148244182,-0.44465104873588,1.27134588849538,605000,6335000
1331,0,0,0,0,-0.743080051198185,-0.597341426917365,-0.0301921691811614,615000,6335000
1332,0,0,0,0,-0.743080051198185,-0.389674213079226,0.101698672327534,625000,6335000
1333,0,0,0,0,-0.662065857106192,-0.359014341188443,-0.366814086167786,635000,6335000
1334,0,0,0,0,-0.662065857106192,-0.181103758181186,-0.102755651521485,645000,6335000
1335,0,0,0,0,-0.662065857106192,-0.108628076722314,0.205503635093821,655000,6335000
1336,0,0,0,0,-0.702572954152189,0.166108264901255,-0.624191215183442,665000,6335000
1337,0,0,0,0,-0.743080051198185,0.479310787625502,-0.814886861099519,675000,6335000
1338,0,0,0,0,-0.743080051198185,0.490567176081291,0.24329097517191,685000,6335000
1339,0,0,0,0,-0.743080051198185,0.205548816219929,0.407065166910297,695000,6335000
1340,0,0,1,0,-0.702572954152189,0.0447107613704096,-0.0903775998395116,705000,6335000
1341,0,0,0,0,-0.45953037187621,0.349655618062979,1.26233654196591,715000,6335000
1342,0,0,0,0,-0.216487789600232,0.51195208779514,-0.388951589731193,725000,6335000
1343,0,0,0,0,0.229090277905729,0.877956102297095,1.73284610151801,735000,6335000
1344,0,0,0,0,0.5531470542737,1.13498190115361,2.49796352868872,745000,6335000
1345,0,0,0,0,0.715175442457686,0.238356559067574,1.94395135499752,755000,6335000
1346,0,0,0,0,0.715175442457686,-0.0905288107588545,2.17323371473413,765000,6335000
1347,0,0,0,0,0.634161248365693,-0.414928831882523,2.15944853357268,775000,6335000
1348,0,0,0,0,0.269597374951725,-0.638811716081321,0.22621616075193,785000,6335000
1349,0,0,0,0,0.310104471997722,-0.697426797550517,0.00538196609624395,795000,6335000
1350,0,0,0,0,0.310104471997722,-0.488029923946616,1.30817129945103,805000,6335000
1351,0,0,0,0,0.148076083813736,-0.580203622873825,1.38160551556078,815000,6335000
1352,0,0,0,0,0.0670618897217431,-0.73189464582343,0.583917472737788,825000,6335000
1353,0,0,0,0,-0.175980692554235,-0.899475885099546,-0.518844821952503,835000,6335000
1354,0,0,0,0,-0.0949664984622425,-0.927181770001562,-0.8830670731469,845000,6335000
1355,0,0,0,0,-0.135473595508239,-0.927183385419199,-1.22471656965537,855000,6335000
1356,0,0,0,0,-0.216487789600232,-0.773151576010429,-0.879907127223854,865000,6335000
1357,0,0,0,0,-0.0544594014162461,-0.441569785152606,-0.516691493568977,875000,6335000
1358,0,0,0,0,-0.135473595508239,0.522844631368233,2.18908311685516,885000,6335000
1359,0,0,1,0,-0.216487789600232,0.525257548449105,0.718032026045003,895000,6335000
1360,0,0,0,0,-0.175980692554235,0.804798687601339,0.463248374328652,905000,6335000
1361,0,0,1,0,-0.256994886646228,0.856197486317719,1.48330005351804,915000,6335000
1362,0,0,0,0,-0.216487789600232,0.973837692721494,1.66053990591958,925000,6335000
1363,0,0,0,0,0.148076083813736,0.241737742162116,1.17678075268548,935000,6335000
1364,0,0,0,0,0.634161248365693,0.171681853526662,0.486380742411563,945000,6335000
1365,0,0,0,0,1.03923221882566,0.324611454255133,0.174528736061683,955000,6335000
1366,0,0,0,0,1.56582448042361,1.0026092763168,0.817806477500198,965000,6335000
1367,0,1,0,0,1.7278528686076,1.38068922230425,0.608258819097396,975000,6335000
1368,0,1,0,0,1.84937415974559,1.68097160048759,1.36957473362781,985000,6335000
1369,0,0,0,0,1.48481028633162,2.11925257231679,0.462052597151801,995000,6335000
1370,0,0,0,0,1.40379609223962,1.40613124878881,0.0211986348778558,1005000,6335000
1371,1,1,1,1,0.998725121779661,1.74309462804897,-0.128580101037242,1015000,6335000
1372,0,1,1,0,1.07973931587165,1.46494750401211,0.779219932061034,1025000,6335000
1373,1,0,0,0,1.44430318928562,1.26977815059224,1.83166145265787,1035000,6335000
1374,0,0,0,1,1.60633157746961,1.3359443282191,1.67234276682255,1045000,6335000
1375,1,1,0,1,1.60633157746961,2.28939890581693,0.730927075902572,1055000,6335000
1376,1,1,1,0,1.28227480110164,1.11759639781043,1.50027774556058,1065000,6335000
1377,0,0,1,0,0.674668345411689,1.50747074210159,1.90086215687012,1075000,6335000
1378,0,0,0,0,0.148076083813736,0.864166002670968,-1.02472529729982,1085000,6335000
1379,0,0,0,0,-0.297501983692225,-1.02721033479338,-1.25499708283751,1095000,6335000
1380,0,0,0,0,-0.5810516630142,-1.02721033479338,-1.25499708283751,1105000,6335000
1381,0,0,0,0,-0.702572954152189,-0.871509623867322,-1.06070902027333,515000,6345000
1382,0,0,0,0,-0.662065857106192,-0.810036907021126,-1.06388849843595,525000,6345000
1383,0,0,0,0,-0.662065857106192,-0.770217892112954,-1.01166070423517,535000,6345000
1384,0,0,0,0,-0.662065857106192,-0.772626348207326,-0.568267651846238,545000,6345000
1385,0,0,0,0,-0.662065857106192,-0.752077579375183,-0.439390432845205,555000,6345000
1386,0,0,0,0,-0.702572954152189,-0.762629633306461,-0.669218550296366,565000,6345000
1387,0,0,0,0,-0.783587148244182,-0.725378440064082,-0.876732868883884,575000,6345000
1388,0,0,0,0,-0.783587148244182,-0.736471535116639,-0.816273986871584,585000,6345000
1389,0,0,0,0,-0.783587148244182,-0.53592182493479,0.619192158576854,595000,6345000
1390,0,0,0,0,-0.783587148244182,-0.501481562069915,-0.128304965869537,605000,6345000
1391,0,0,0,0,-0.783587148244182,-0.438702742593995,0.661582102527722,615000,6345000
1392,0,0,0,0,-0.783587148244182,-0.325294203819874,0.0937107945749016,625000,6345000
1393,0,0,0,0,-0.702572954152189,-0.197336935176993,0.379155617144401,635000,6345000
1394,0,0,0,0,-0.702572954152189,-0.151988179587856,0.0145125472161433,645000,6345000
1395,0,0,0,0,-0.662065857106192,0.0141076787485028,-0.272850812746767,655000,6345000
1396,0,0,0,0,-0.621558760060196,0.183732852482868,-0.61881297934217,665000,6345000
1397,0,0,0,0,-0.621558760060196,0.496676253359225,-0.863052622995689,675000,6345000
1398,0,0,0,0,-0.621558760060196,0.653980573083473,-0.679460852610425,685000,6345000
1399,0,0,0,0,-0.743080051198185,0.621887733621813,-0.117229849271836,695000,6345000
1400,0,0,0,0,-0.743080051198185,0.239959377253446,0.471697482345286,705000,6345000
1401,0,0,0,0,-0.338009080738221,0.285172191704253,1.59443930488949,715000,6345000
1402,0,0,0,0,-0.0139523043702497,0.650464282363041,0.706130291598283,725000,6345000
1403,2,0,0,0,0.593654151319696,0.808508888344752,-0.0804600715226802,735000,6345000
1404,0,0,0,0,0.958218024733664,0.837782164365408,1.07176492577108,745000,6345000
1405,0,0,0,0,1.28227480110164,0.32049932781518,1.51635156637899,755000,6345000
1406,0,0,0,0,1.36328899519363,-0.0282726204655571,1.76079875691605,765000,6345000
1407,0,0,0,0,0.958218024733664,-0.0889892484066059,2.39582069215711,775000,6345000
1408,0,0,0,0,0.674668345411689,-0.462073488940279,1.62067689494838,785000,6345000
1409,0,0,0,0,0.269597374951725,-0.668566166878525,-0.374022223446361,795000,6345000
1410,0,0,0,0,-0.0544594014162461,-0.52360771754004,1.06066172315994,805000,6345000
1411,0,0,0,0,-0.175980692554235,-0.649250454291436,1.97936424826966,815000,6345000
1412,0,0,0,0,-0.338009080738221,-0.77285987235591,0.808072956350605,825000,6345000
1413,0,0,0,0,-0.256994886646228,-0.892431092819531,0.0593618021862497,835000,6345000
1414,0,0,0,0,-0.256994886646228,-0.86679216834186,-0.062792689365743,845000,6345000
1415,0,0,0,0,-0.338009080738221,-0.815449261643512,-1.15494545879996,855000,6345000
1416,0,0,0,1,-0.256994886646228,-0.390116098980993,0.848999194679792,865000,6345000
1417,0,0,0,0,-0.0949664984622425,0.161640086091886,1.16573331798592,875000,6345000
1418,0,0,0,0,-0.175980692554235,0.872900570629118,1.71629515523375,885000,6345000
1419,0,0,0,0,-0.0544594014162461,0.643488500984848,1.00826871315344,895000,6345000
1420,0,0,0,2,-0.0544594014162461,1.0436313625434,0.853347475322888,905000,6345000
1421,0,0,0,0,-0.297501983692225,1.01019847667802,0.84979664887456,915000,6345000
1422,0,0,0,0,-0.175980692554235,0.680880137971717,0.310614159693841,925000,6345000
1423,0,0,0,0,0.269597374951725,0.151083597229079,0.317228718947205,935000,6345000
1424,0,0,0,0,0.755682539503682,0.569365598890504,1.25022601461346,945000,6345000
1425,0,0,0,0,1.20126060700964,0.813609599919117,0.602913855415939,955000,6345000
1426,0,0,0,1,1.88988125679158,0.711330194280868,0.521595215070719,965000,6345000
1427,0,0,0,0,2.13292383906756,1.83146755826478,0.498031251845911,975000,6345000
1428,0,1,1,1,2.29495222725155,2.06537419331802,0.78110539935228,985000,6345000
1429,0,1,0,0,2.01140254792957,2.76674470176369,0.322116358812574,995000,6345000
1430,1,1,0,1,2.09241674202156,1.74147432493885,0.762019572487418,1005000,6345000
1431,1,1,0,0,2.01140254792957,2.46759526812196,-0.301088571489952,1015000,6345000
1432,0,1,1,1,1.52531738337761,1.8383302212358,1.58624034424443,1025000,6345000
1433,1,1,1,1,1.76835996565359,2.8130466730786,0.469630297873509,1035000,6345000
1434,0,0,1,1,1.20126060700964,2.94301350208376,0.363810955034828,1045000,6345000
1435,0,0,1,0,1.24176770405564,3.33471228921859,-0.903641121961728,1055000,6345000
1436,0,1,0,1,1.03923221882566,1.91159788432732,0.884760031226445,1065000,6345000
1437,0,0,1,1,0.512639957227704,2.02001106572386,0.65078306403343,1075000,6345000
1438,0,0,0,0,0.0670618897217431,1.52664708595152,-0.71734346287082,1085000,6345000
1439,0,0,0,0,-0.338009080738221,-1.02721033479338,-1.25499708283751,1095000,6345000
1440,0,0,0,0,-0.5810516630142,-1.02721033479338,-1.25499708283751,1105000,6345000
1441,0,0,0,0,-0.702572954152189,-0.730496953253418,-0.92838553965821,515000,6355000
1442,0,0,0,0,-0.621558760060196,-0.717833320586514,-0.796885039854395,525000,6355000
1443,0,0,0,0,-0.662065857106192,-0.684197906990675,-0.591375705658513,535000,6355000
1444,0,0,0,0,-0.662065857106192,-0.656787854365194,-0.396809005594022,545000,6355000
1445,0,0,0,0,-0.702572954152189,-0.70192966603447,-0.597851316600745,555000,6355000
1446,0,0,0,0,-0.702572954152189,-0.631715569476385,-0.432410149244071,565000,6355000
1447,0,0,0,0,-0.743080051198185,-0.606459166206402,-0.451823713618371,575000,6355000
1448,0,0,0,0,-0.783587148244182,-0.569546372697508,-0.944882671254835,585000,6355000
1449,0,0,0,0,-0.783587148244182,-0.475671909004427,1.47521020400435,595000,6355000
1450,0,0,0,0,-0.783587148244182,-0.375934627281388,-0.279084964796411,605000,6355000
1451,0,0,0,0,-0.783587148244182,-0.332020457402927,0.178647075098281,615000,6355000
1452,0,0,0,0,-0.743080051198185,-0.211997687228226,-0.598454256630439,625000,6355000
1453,0,0,0,0,-0.743080051198185,0.106327092434582,-0.607655423222983,635000,6355000
1454,0,0,0,0,-0.702572954152189,0.158933612299888,-0.263490963545872,645000,6355000
1455,0,0,0,0,-0.621558760060196,0.287105468178718,-0.704840202797962,655000,6355000
1456,0,0,0,0,-0.621558760060196,0.207418455473673,-0.688464137410382,665000,6355000
1457,0,0,0,0,-0.621558760060196,0.364918217939856,-0.449512376151996,675000,6355000
1458,0,0,0,0,-0.621558760060196,0.565019356582876,-0.845153851152424,685000,6355000
1459,0,0,0,0,-0.621558760060196,0.65811539938743,-0.361509938131772,695000,6355000
1460,0,0,0,0,-0.540544565968203,0.519171490599812,-0.355572474065908,705000,6355000
1461,0,0,0,0,-0.297501983692225,0.564083619654118,0.116591264119937,715000,6355000
1462,0,0,0,0,0.350611569043718,0.594627536721782,0.490342823531618,725000,6355000
1463,1,0,2,0,0.877203830641671,0.831866362571865,-0.347361389961801,735000,6355000
1464,0,1,0,1,1.52531738337761,0.730119443127851,0.171358990342579,745000,6355000
1465,0,0,0,0,1.76835996565359,0.756945390954544,1.80442542839432,755000,6355000
1466,0,0,0,0,1.80886706269959,0.611537325023472,2.21356253594275,765000,6355000
1467,0,0,0,0,1.44430318928562,-0.0552135155553495,2.72549310565805,775000,6355000
1468,0,0,0,0,0.877203830641671,-0.346626254599356,1.98298377431923,785000,6355000
1469,0,0,0,0,0.472132860181707,-0.589174512888839,0.385074559258951,795000,6355000
1470,0,0,0,0,0.148076083813736,-0.692282639052511,0.0508914107637424,805000,6355000
1471,0,0,0,0,-0.135473595508239,-0.565045134844942,1.48325398437368,815000,6355000
1472,0,0,0,0,-0.216487789600232,-0.768502957019095,0.479583927157266,825000,6355000
1473,0,0,0,0,-0.297501983692225,-0.931094675475182,-0.738947870999126,835000,6355000
1474,0,0,0,0,-0.45953037187621,-0.818304314306177,-0.189340655122039,845000,6355000
1475,0,0,0,0,-0.500037468922207,-0.688255804738372,-0.730325161784265,855000,6355000
1476,0,0,0,0,-0.297501983692225,-0.523891031356624,-0.552027066113454,865000,6355000
1477,0,0,0,0,-0.216487789600232,-0.103341698359828,0.759382720145764,875000,6355000
1478,0,0,0,0,-0.175980692554235,0.307326227889468,0.251087302271677,885000,6355000
1479,0,0,0,0,-0.0139523043702497,0.601895721108024,0.512731888870148,895000,6355000
1480,0,0,0,0,-0.135473595508239,0.876371791657488,0.911269994998482,905000,6355000
1481,0,0,0,0,-0.256994886646228,0.705620187560367,0.57555053483244,915000,6355000
1482,0,0,0,0,-0.0139523043702497,0.418952045007271,0.367787988421036,925000,6355000
1483,0,0,0,0,0.512639957227704,0.167627786893436,-0.0639371438993163,935000,6355000
1484,1,1,0,0,0.877203830641671,1.08308732489796,0.379534003771615,945000,6355000
1485,0,1,1,0,1.32278189814763,1.74707697546961,0.145182960514601,955000,6355000
1486,0,1,0,0,2.13292383906756,1.41424352930084,1.34714579557954,965000,6355000
1487,0,0,1,1,2.45698061543553,1.82127392387331,0.558244970575359,975000,6355000
1488,1,1,1,1,2.7810373918035,2.76373094735751,-0.0924717253313819,985000,6355000
1489,1,1,1,1,2.65951610066551,2.90541044947262,-0.358987383067864,995000,6355000
1490,1,1,1,0,2.8215444888495,3.16468644217147,-0.639544229009244,1005000,6355000
1491,1,1,1,1,2.33545932429754,2.31896734915751,0.540410284683641,1015000,6355000
1492,0,1,0,1,1.56582448042361,2.67222985336006,0.00882314259279094,1025000,6355000
1493,0,0,0,0,1.7278528686076,3.34038270589086,-0.868868886147407,1035000,6355000
1494,0,0,0,0,1.40379609223962,2.57380305941214,-0.849617742447996,1045000,6355000
1495,0,0,0,0,1.03923221882566,2.0541055326393,-0.991177059380896,1055000,6355000
1496,0,0,0,0,0.715175442457686,1.85359292776069,-0.4300709278219,1065000,6355000
1497,0,0,0,0,0.269597374951725,2.50137889527825,-0.763032637818618,1075000,6355000
1498,0,0,0,0,0.0265547926757467,2.66731195461084,-1.25499708283751,1085000,6355000
1499,0,0,0,0,-0.378516177784217,-1.02721033479338,-1.25499708283751,1095000,6355000
1500,0,0,0,0,-0.702572954152189,-1.02721033479338,-1.25499708283751,1105000,6355000
1501,0,0,0,0,-0.702572954152189,-0.745752998579041,-0.86577619174577,515000,6365000
1502,0,0,0,0,-0.702572954152189,-0.780426535409774,-0.416585465508981,525000,6365000
1503,0,0,0,0,-0.702572954152189,-0.708381239793958,-0.435489440488212,535000,6365000
1504,0,0,0,0,-0.702572954152189,-0.604710714063376,-0.172660593998979,545000,6365000
1505,0,0,0,0,-0.743080051198185,-0.58398815849464,-0.394660122478812,555000,6365000
1506,0,0,0,0,-0.743080051198185,-0.54474444736347,-0.556849441357646,565000,6365000
1507,0,0,0,0,-0.783587148244182,-0.537046699416512,0.351026632769844,575000,6365000
1509,0,0,0,0,-0.783587148244182,-0.490150368438346,1.4309811313168,595000,6365000
1510,0,0,0,0,-0.783587148244182,-0.373954827784369,0.607100759348675,605000,6365000
1511,0,0,0,0,-0.783587148244182,-0.330458147610508,-0.447929591221501,615000,6365000
1512,0,0,0,0,-0.702572954152189,-0.271852078524204,-0.190265877104601,625000,6365000
1513,0,0,0,0,-0.702572954152189,-0.0957330494003129,-0.282556517293113,635000,6365000
1514,0,0,0,0,-0.621558760060196,0.0471278418591003,-0.0758373965899313,645000,6365000
1515,0,0,0,0,-0.621558760060196,0.0271139856246746,-0.0795020488481541,655000,6365000
1516,0,0,0,0,-0.621558760060196,0.0596242759408587,-1.07059408466095,665000,6365000
1517,0,0,0,0,-0.702572954152189,0.175181669955963,-0.166934818998501,675000,6365000
1518,0,0,0,0,-0.621558760060196,0.268909820488991,-0.292509405698817,685000,6365000
1519,0,0,0,0,-0.5810516630142,0.258952390232649,-0.30034472992517,695000,6365000
1520,0,0,0,0,-0.540544565968203,0.461742909886365,0.312245977280906,705000,6365000
1521,0,0,0,0,-0.0139523043702497,0.578937589085356,0.995602257851364,715000,6365000
1522,0,0,0,0,0.5531470542737,0.629572130061141,0.619858679413968,725000,6365000
1523,1,1,1,1,1.07973931587165,0.685311321379171,-0.262088548744903,735000,6365000
1524,0,2,0,0,1.60633157746961,0.632620176829695,0.60158916545794,745000,6365000
1525,0,0,0,0,1.80886706269959,1.0604342257622,0.303887256386687,755000,6365000
1526,0,0,0,0,1.97089545088357,1.53453270117885,0.678260749247227,765000,6365000
1527,0,0,0,0,1.7278528686076,0.431835650293199,2.12092529953073,775000,6365000
1528,0,0,0,0,0.958218024733664,-0.035609157785002,2.10149085586586,785000,6365000
1529,0,0,0,0,0.512639957227704,-0.644055012119021,-0.185307517061487,795000,6365000
1530,0,0,0,0,0.10756898676774,-0.603690591061619,0.673793793410618,805000,6365000
1531,0,0,0,0,0.0670618897217431,-0.49209690080809,2.0308765563293,815000,6365000
1532,0,0,0,0,-0.135473595508239,-0.494982275143879,1.04693042403866,825000,6365000
1533,0,0,0,0,-0.216487789600232,-0.912137728241952,-0.904291747596987,835000,6365000
1534,0,0,0,0,-0.297501983692225,-0.718040275006139,0.493484550589826,845000,6365000
1535,0,0,0,0,-0.216487789600232,-0.641166280851197,-0.687751210666157,855000,6365000
1536,0,0,0,0,-0.135473595508239,-0.315654513441381,-0.107003846274934,865000,6365000
1537,0,0,0,0,0.0670618897217431,-0.0200539718987681,1.21029888401444,875000,6365000
1538,0,0,0,0,0.10756898676774,0.283551261188169,0.155316286402382,885000,6365000
1539,0,0,0,0,0.0670618897217431,0.468935966990242,0.687435109524778,895000,6365000
1540,0,0,1,0,0.0670618897217431,0.725676276900175,1.29457874658324,905000,6365000
1541,0,0,0,0,0.0670618897217431,0.62004960792566,0.825832880911564,915000,6365000
1542,0,0,0,0,0.350611569043718,0.379602289843874,0.0521123777943814,925000,6365000
1543,0,0,0,0,0.917710927687668,0.29935125189164,-0.0578490121785797,935000,6365000
1544,0,0,0,0,1.56582448042361,0.882072236630746,0.909957697909726,945000,6365000
1545,1,1,1,1,2.33545932429754,1.50671397297866,1.08841555382969,955000,6365000
1546,1,0,0,0,2.8215444888495,1.6762389439073,0.84795873248378,965000,6365000
1547,0,1,0,0,2.94306577998749,2.57169907452894,0.30125835164596,975000,6365000
1548,0,1,1,1,2.7810373918035,2.86384429593527,0.0360486598585118,985000,6365000
1549,1,1,1,1,2.65951610066551,3.01920011674656,-0.21912125873343,995000,6365000
1550,0,0,0,1,2.61900900361952,3.34073658485653,-0.808450179931322,1005000,6365000
1551,0,0,1,1,2.37596642134354,3.22531283513975,-0.519080421173221,1015000,6365000
1552,0,0,0,0,1.76835996565359,2.36537146619928,-0.944901732026551,1025000,6365000
